C	1	6597	SMARCA4	na	9.89	 SC-MS:0.19 HS-LC:0.18 SC-CC:0.16 HS-CX:0.13 DM-PI:0.09 SC-GT:0.08 SC-LC:0.08 HS-DC:0.05 CE-GT:0.02 CE-CC:0.02	87/1662	 LRPPRC AKAP9 POLR3C SRCAP CHD2 CHD4 SUPT16H ZNF543 ZNF569 ZNF600 DDX3X DLG2 DNAH5 ATN1 EEF1A1 AHR ARID2 EIF4G1 FANCA COBLL1 MCF2L2 DICER1 DDX58 SIN3A SMC1B ZNF544 UTP20 GLI3 GLUD2 ZNF493 HRAS HSP90AA1 ZNF546 ZNF429 JAK3 KRAS MYO9A NACA RERE OGDH PABPC3 MPP6 RTEL1 PHF1 PKLR BRWD1 POLE POLR2A PPARG PRDM9 ARID1B ZNF471 EP400 FANCM ZNF529 RAD21 RB1 UPF1 ACTB EXOC4 ROS1 IFIH1 SMARCA2 SMARCC1 SMARCC2 SP100 BRCA1 SUPT5H SUPT6H TP53 TYK2 ZNF12 ZNF91 ZNF180 CAD ZNF329 ZNF665 ZNF93 SMC1A ARID1A TRRAP HIST1H3B SLITRK6 EIF4G3 ZNF160 BTAF1 ZNF254	 transcription; regulation of transcription from RNA polymerase II promoter;	 nucleus; nucleoplasm;	 nucleotide binding; DNA binding; transcription factor activity; transcription coactivator activity; helicase activity; protein binding; ATP binding; hydrolase activity;
C	12	3837	KPNB1	IMB1 IPOB Impnb MGC2155 MGC2156 MGC2157 NTF97	8.69	 HS-LC:0.47 SC-MS:0.21 SC-CC:0.09 HS-DC:0.09 SC-LC:0.07 SC-TS:0.04 HS-CX:0.01	41/1662	 IPO7 CFTR NUPL2 CHEK2 LYST CSE1L CTNND1 CTNND2 DDX3X EIF4G1 ELAVL1 ARMC3 NUP205 SF3B3 NUP188 TNPO3 DDX58 PRKD3 SETD2 MSH6 HRAS HSPA5 KRAS ARVCF MSH4 NUP98 EXOSC10 ATR EIF4ENIF1 NUP107 RAD21 RANBP2 ACTB TP53 TPR NUP214 EIF4G3 NPEPPS NUP155 POM121 NUP153	 protein import into nucleus, docking; protein import into nucleus, translocation; NLS-bearing substrate import into nucleus; ribosomal protein import into nucleus; intracellular protein transport;	 nucleus; nuclear pore; cytoplasm;	 protein binding; nuclear localization sequence binding; zinc ion binding; protein transporter activity;
C	13	10592	SMC2	na	8.62	 HS-GN:0.39 SC-LC:0.15 SC-CC:0.14 HS-CC:0.09 SC-MS:0.06 SC-GT:0.05 HS-LC:0.04 HS-CX:0.03 CE-CC:0.02 CE-LC:0.02 CE-GT:0.01	56/1662	 SMC4 HIPK3 ADAR NDC80 ADARB2 PLK4 CIT CEP250 SUPT16H IRAK3 CLK2 CSF1R NEK10 MARK2 EPHA3 FGFR3 SMC5 FLT3 DICER1 BRD4 SMC1B STK36 ANKRD11 INSR INSRR MAP3K4 MAP3K5 MET MAP3K9 NTRK2 NUP98 PAK3 GNL3L PRKCI STK31 ROS1 RPS6KA2 SUPT5H TEC TGFBR2 TRIO TYK2 MAP3K12 SMC6 NEK11 SMC1A TTF2 MASTL LATS1 MAP3K13 TAOK2 ROCK2 ULK2 SLK DNAJC6 NCAPD2	 DNA metabolic process; cell cycle; mitosis; mitotic chromosome condensation; chromosome organization and biogenesis; cell division;	 nuclear chromosome; condensin complex; nucleus; chromosome; cytoplasm;	 nucleotide binding; protein binding; ATP binding; protein heterodimerization activity;
C	14	9972	NUP153	HNUP153 N153	8.58	 HS-LC:0.43 HS-DC:0.10 SC-LC:0.10 SC-CX:0.09 SC-CC:0.09 HS-CX:0.08 SC-GT:0.08 SC-MS:0.03	33/1662	 RBM5 STAG2 NUPL2 PSIP1 SUPT16H XPOT CSE1L CSPG4 DHX9 EIF4G1 SEC31A NUP205 NUP188 AHCTF1 HSP90AA1 KPNB1 NUP98 PABPC3 XRN1 NUP107 RAD21 RANBP2 RSRC2 TPR NUP214 LZTR1 RBM10 ZRANB3 EIF4G3 NUP155 DOCK4 POM121 THRAP3	 transport;	 intracellular; nucleus; nuclear pore;	 DNA binding; transporter activity; protein binding; zinc ion binding; metal ion binding;
C	15	23451	SF3B1	PRP10 PRPF10 SAP155 SF3b155	8.56	 HS-LC:0.40 SC-MS:0.26 CE-CX:0.17 HS-CX:0.07 HS-CC:0.05 SC-LC:0.04 DM-PI:0.01	38/1662	 SMC4 RBM5 STAG2 PAPOLA TLK2 ATXN2L CLTC ZNF600 DHX8 DHX9 EEF1A1 EIF4G1 SF3B3 PRPF6 AHCTF1 CPSF1 HDLBP MAP1B NACA NF2 PABPC3 PCBP1 CRNKL1 PCF11 POLR2A XRN1 CCAR1 TTC17 RBM26 SMARCC1 SNRPB SUPT5H TOP2A SMC1A EIF4G3 BTAF1 NPEPPS DDX46	 nuclear mRNA splicing, via spliceosome; RNA splicing; anterior/posterior pattern formation;	 nucleus; spliceosome;	 chromatin binding; protein binding; RNA splicing factor activity, transesterification mechanism;
C	16	8672	EIF4G3	eIF4GII	8.55	 SC-MS:0.58 SC-CX:0.11 SC-CC:0.08 SC-GT:0.06 HS-DC:0.06 SC-LC:0.05 HS-MS:0.03 DM-PI:0.02 HS-CX:0.01	25/1662	 WDR36 DDX3X EEF1A1 EIF4A2 EIF4G1 SF3B3 SF3B1 PRPF6 UPF2 UTP20 HDLBP KPNB1 MSH4 MYO10 PABPC3 POLE XRN1 NAT10 NOM1 SMARCA2 SMARCA4 SUPT5H TOP2A EIF5B NUP153	 regulation of translational initiation;	 eukaryotic translation initiation factor 4F complex;	 RNA cap binding; RNA binding; translation initiation factor activity; protein binding;
C	17	7157	TP53	LFS1 TRP53 p53	8.55	 HS-LC:0.54 HS-CC:0.38 DM-PI:0.06 HS-CX:0.01	46/1662	 HUWE1 CEBPZ CDKN1A CDKN2A CHEK2 CR2 CREBBP PARP1 DCC EGF EP300 ERCC2 SIN3A HSP90AA1 INSR KPNB1 ATM COPS4 LARS ABCB1 PML POLA1 ATR ZCCHC8 ATF7IP PRKDC PTCH1 PTK2 RB1 RBL1 BLM SMARCA4 BRCA1 BRCA2 TEP1 TOP2A TP53BP1 TP53BP2 UBE3A USP4 ZMYM2 USP7 ZMYM4 COPS2 MICAL2 MDC1	 protein import into nucleus, translocation; embryonic development (sensu Mammalia); base-excision repair; nucleotide-excision repair; transcription; regulation of transcription, DNA-dependent; protein complex assembly; apoptosis; induction of apoptosis; response to DNA damage stimulus; cell cycle; cell cycle arrest; multicellular organismal development; cell aging; protein localization; negative regulation of DNA replication; caspase activation via cytochrome c; response to UV; embryonic development (sensu Metazoa); response to X-ray; cell differentiation; negative regulation of cell growth; G1 DNA damage checkpoint; regulation of cell proliferation; DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis; negative regulation of apoptosis; positive regulation of transcription; positive regulation of transcription from RNA polymerase II promoter; regulation of mitochondrial membrane permeability; negative regulation of fibroblast proliferation; negative regulation of helicase activity; protein tetramerization;	 insoluble fraction; nucleus; nucleoplasm; replication fork; nucleolus; cytoplasm; mitochondrion; cytosol; nuclear matrix;	 DNA strand annealing activity; transcription factor activity; nuclease activity; copper ion binding; protein binding; ATP binding; zinc ion binding; enzyme binding; metal ion binding; protein heterodimerization activity; protein N-terminus binding;
C	18	1739	DLG1	DKFZp761P0818 DLGH1 SAP97 dJ1061C18.1.1 hdlg	8.54	 HS-GN:0.68 CE-CC:0.14 HS-LC:0.12 DM-PI:0.03 CE-CX:0.02 HS-CX:0.01	102/1662	 HIPK3 ERN2 PLK4 TLK2 CIT CHEK2 IRAK3 PARD3B CLK2 LRRK2 MYO3B CSF1R TTBK2 CTNNA2 NEK10 DHX9 DLG2 EPHA2 ELAVL1 MARK2 EPHA3 EPHA5 EPHB3 ERBB3 ERBB4 FGFR3 DIP2C MAST1 TNIK KIF1B FLT3 KIF13B CRB1 SCRIB PRKD3 ALK GAK RPS6KC1 STK36 GRIK2 PIK3R4 IKBKB INSR INSRR JAK3 KDR LRP2 MAP1A MAP3K4 MAP3K5 MET MAP3K9 EIF2AK4 MST1R NOTCH1 NOTCH2 NOTCH3 NOTCH4 NTRK2 ATP2B4 PAK3 PARD6A TAOK3 PDGFRA STK32B PRKCD PRKCI TEX14 STK31 PARD3 PTK2 ARHGAP21 ROS1 RPS6KA2 WNK1 WNK3 SPTAN1 TEC TGFBR2 TRIO TTN TYK2 MAP3K12 LRRK1 PPCS NEK11 ULK1 DYRK3 CDC42BPA MAP4K3 MASTL DISP2 TANC1 ACTN2 KALRN MAP3K6 LATS1 MAP3K13 TAOK2 ROCK2 ULK2 SLK	 endothelial cell proliferation; actin filament organization; establishment and/or maintenance of cell polarity; cell-cell adhesion; cortical actin cytoskeleton organization and biogenesis; G1/S transition checkpoint; positive regulation of body size; negative regulation of progression through mitotic cell cycle; positive regulation of developmental growth;	 endoplasmic reticulum; plasma membrane; cell-cell adherens junction; basolateral plasma membrane;	 guanylate kinase activity; phosphoprotein phosphatase activity; protein C-terminus binding; cytoskeletal protein binding; potassium channel regulator activity; protein kinase binding; phosphatase binding;
C	19	6599	SMARCC1	BAF155 CRACC1 Rsc8 SRG3 SWI3	8.53	 SC-MS:0.23 HS-CX:0.19 DM-PI:0.13 HS-LC:0.12 SC-CC:0.08 SC-LC:0.07 CE-CC:0.05 CE-GT:0.05 HS-CC:0.03 SC-YH:0.02 CE-YH:0.01 HS-DC:0.01 SC-GT:0.01	47/1662	 LRPPRC IRX5 IPO7 POLR3C SUPT16H CSE1L ZNF600 DLG2 ATN1 EEF1A1 ARID2 FANCA BPTF SF3B1 SCRIB SIN3A HRAS HSP90AA1 IKBKB KRAS MYO9A NACA RERE NF2 PABPC3 LARS PHF1 POLR2A SYTL2 ARID1B RBL1 ACTB EXOC4 ROS1 SMARCA2 SMARCA4 SMARCC2 TARBP1 TBCD TOP2A CAD ARID1A TRRAP HIST1H3B GBF1 BTAF1 DDX46	 chromatin assembly or disassembly; chromatin remodeling; transcription; regulation of transcription from RNA polymerase II promoter; organ morphogenesis; positive regulation of transcription, DNA-dependent;	 chromatin; intracellular; nucleus; nucleoplasm; SWI/SNF complex;	 DNA binding; chromatin binding; transcription coactivator activity; protein binding;
C	20	10051	SMC4	na	8.51	 HS-GN:0.36 HS-CX:0.20 CE-CX:0.12 SC-CC:0.10 SC-MS:0.05 HS-CC:0.05 SC-LC:0.04 HS-LC:0.03 CE-CC:0.02 CE-LC:0.01 CE-GT:0.01	88/1662	 ADAM10 ADAR NDC80 TACC3 ADARB2 SMC2 SPAG5 CENPE CENPF PLK4 DBF4 TOPBP1 CIT CEP250 IRAK3 CLK2 CSF1R NEK10 MARK2 EPHA3 FGFR3 CLCA4 MAST1 FOXM1 EPB41L3 SMC5 FLT3 DICER1 SF3B1 ALK AHCTF1 HACL1 SMC1B STK36 ATAD2 INSR INSRR MAP3K4 MAP3K5 MET MKI67 MAP3K9 NASP NTRK2 PAK3 LARS PCF11 GNL3L RIF1 STK32B CCAR1 PRKCI KIF15 NUP107 RBBP8 ROS1 ANAPC1 SMARCA2 SUPT5H BUB1 TEC BUB1B TGFBR2 TOP2A TRIO TYK2 WHSC1 MAP3K12 SMC6 E2F8 NEK11 CALD1 NUP214 SMC1A ULK1 USP48 DYRK3 MASTL PNPT1 KALRN LATS1 MAP3K13 TAOK2 ROCK2 ESPL1 ULK2 SLK NCAPD2	 DNA metabolic process; chromosome organization and biogenesis (sensu Eukaryota); cell cycle; mitotic chromosome condensation; cell division;	 condensin complex; nucleus; chromosome;	 nucleotide binding; protein binding; ATP binding; protein heterodimerization activity;
C	21	4928	NUP98	ADIR2 NUP196	8.50	 HS-LC:0.43 SC-LC:0.24 SC-CC:0.13 SC-GT:0.07 HS-CX:0.06 SC-MS:0.03 CE-CX:0.02 HS-MS:0.02	29/1662	 SMC2 NUPL2 PSIP1 CREBBP DSCAM EP300 NUP205 PSME4 NUP188 TNPO3 RICTOR NIPBL KPNB1 PABPC3 EXOSC10 GNL3L WHSC1L1 NUP107 RANBP2 UPF1 RBM15 SUPT5H TPR NUP214 ITCH QRICH2 NUP155 POM121 NUP153	 protein import into nucleus, docking; DNA replication; nucleocytoplasmic transport; nuclear pore organization and biogenesis; protein transport;	 nucleus; nuclear pore; nucleoplasm;	 transporter activity; protein binding; structural constituent of nuclear pore;
C	22	5976	UPF1	FLJ43809 FLJ46894 HUPF1 KIAA0221 NORF1 RENT1 pNORF1	8.47	 CE-CC:0.20 HS-DC:0.16 SC-CC:0.15 CE-GT:0.13 HS-LC:0.12 SC-LC:0.09 SC-GT:0.08 SC-MS:0.06	33/1662	 IPO7 CHD2 CHD4 DDX11 SPATA5 SMG1 SMG5 DICER1 DDX58 EDC4 UPF2 KARS MYH1 MYH2 MYH3 MYH4 MYH6 MYH7 MYH8 NUP98 RTEL1 EXOSC10 POLE POLR2A XRN1 FANCM IFIH1 SMARCA2 SMARCA4 SF1 CAD UNC5C MYH13	 mRNA catabolic process, nonsense-mediated decay; DNA replication; DNA repair; RNA processing; mRNA export from nucleus; regulation of translational termination; cell cycle;	 chromatin; cytoplasm;	 nucleotide binding; chromatin binding; RNA binding; ATP-dependent RNA helicase activity; helicase activity; protein binding; ATP binding; zinc ion binding; hydrolase activity; metal ion binding;
C	23	23450	SF3B3	KIAA0017 RSE1 SAP130 SF3b130 STAF130	8.46	 HS-LC:0.45 SC-MS:0.38 HS-CC:0.06 DM-PI:0.05 SC-LC:0.05 CE-CX:0.01	22/1662	 RBM5 PLK4 PAPOLA CHD2 DHX8 DHX9 EIF4G1 SF3B1 PRPF6 CPSF1 KPNB1 MSH4 PABPC3 PCBP1 CRNKL1 PCF11 POLR2A XRN1 PTCH1 SNRPB SMC1A EIF4G3	 mRNA processing; protein complex assembly; RNA splicing;	 nucleus; spliceosome; small nuclear ribonucleoprotein complex;	 nucleic acid binding; protein binding; RNA splicing factor activity, transesterification mechanism;
C	24	3309	HSPA5	BIP FLJ26106 GRP78 MIF2	8.44	 CE-CX:0.42 HS-LC:0.15 HS-GN:0.11 SC-MS:0.10 SC-CX:0.05 SC-GT:0.05 CE-GT:0.04 CE-LC:0.03 HS-CC:0.03 CE-CC:0.01 HS-CX:0.01 SC-LC:0.01	60/1662	 ERN2 YME1L1 CFTR ASCC3 SUPT16H ATXN2L CPS1 DPYD EEF1A1 EIF4A2 A2M F8 FLNA FLNB FLNC GANAB DNAJC13 DNAJC16 DDX58 HACL1 GYS1 HDLBP ACACA HSP90AA1 HSPG2 APOB IKBKB INSR INSRR KPNB1 LCT LPP MTIF2 MYH6 ATP1A1 ATP1A2 PABPC3 PAK3 PCF11 PKLR POLR2A NAT10 MCCC1 ACTB SMAP1 ROS1 SDHA IFIH1 SMARCC2 TG HSP90B1 VWF MAP3K12 CAD FRAS1 TTF2 PNPT1 GBF1 BTAF1 TM9SF4	 anti-apoptosis; ER overload response; negative regulation of caspase activity;	 nucleus; endoplasmic reticulum; endoplasmic reticulum lumen; ER-Golgi intermediate compartment; caspase complex; cell surface; integral to endoplasmic reticulum membrane; perinuclear region;	 nucleotide binding; calcium ion binding; ATP binding; protein binding, bridging; ribosome binding; caspase inhibitor activity; unfolded protein binding;
