C	1	8969	HIST1H2AG	H2A.1b H2A/p H2AFP pH2A/f	9.58	 SC-MS:0.48 SC-LC:0.15 SC-CX:0.11 SC-CC:0.10 SC-TS:0.06 CE-LC:0.03 SC-YH:0.02 SC-GT:0.02 HS-DC:0.01 CE-CC:0.01	37/1688	 PRPF8 POLR3A CORO1A CSNK2A1 CSTF2 DDX10 EPS15 CORO1C RANBP6 PABPC1 HIST1H2BD H3F3B SLC29A2 HSPA1L HSPA8 NAP1L1 NAP1L2 NSUN2 POLR3B IPO9 RARS2 RBBP7 RFC1 SOS2 BRDT TAF6 TBCE ACTG1 HIRA IPO4 WDR76 HIST1H2AJ DDX18 PRC1 GTF3C3 ACTR8 DDX23	 nucleosome assembly; chromosome organization and biogenesis (sensu Eukaryota);	 nucleosome; nucleus; chromosome;	 DNA binding;
C	12	55703	POLR3B	FLJ10388 RPC2	8.83	 SC-CX:0.44 SC-MS:0.20 HS-GN:0.15 HS-LC:0.13 SC-CC:0.04 CE-CX:0.03	40/1688	 MPHOSPH10 WDR3 DDX52 POLR3A CKMT2 FTSJ3 DDX10 DHX15 EPRS RRP12 SKIV2L2 NOC2L SND1 BRF1 GTF3C2 SEC61A1 HIST1H2BD NAP1L1 NVL NMD3 POLR2B POU2F1 NSUN2 UCKL1 DARS2 IPO9 BCCIP DHX37 PTPRS RFC1 EEFSEC TARS DDX54 HIST1H2AJ GFM2 DDX18 HIST1H2AG GTF3C3 UTP14C EIF4A3	 transcription;	 nucleus;	 DNA binding; DNA-directed RNA polymerase activity; zinc ion binding; transferase activity; metal ion binding;
C	13	7846	TUBA1A	na	8.81	 SC-MS:0.38 HS-CX:0.16 CE-CX:0.12 SC-CC:0.12 HS-LC:0.07 SC-LC:0.06 SC-GT:0.04 SC-TS:0.01 CE-GT:0.01 CE-CC:0.01 HS-DC:0.01	55/1688	 HDAC6 TUBA1B PRPF8 HSPH1 CHEK1 CORO1A AKAP10 CLPTM1 CSNK1A1 CSNK2A1 DDB1 TUBB EPRS CASC3 SNW1 SKIV2L2 PABPC1 SOCS7 HSPA1L HSPA8 TNPO1 MAT2A MCM4 MLH1 NFKBIA P4HB PCDHGC3 POLR2B PPM1G PPP1CA PPP2R5D PSMC2 XPO5 ACTA2 SCNN1D ST13 TARS TBCE ACTG1 U2AF1 XPO1 YWHAZ TMEM106C IPO4 ADAMTS10 RAD54L TUBB6 LMNB2 ATG4D PABPC4 SMC3 MAGI1 COPB2 CDC6 SV2A	 microtubule-based movement; protein polymerization;	 mitochondrion; microtubule; protein complex;	 nucleotide binding; GTPase activity; structural molecule activity; GTP binding;
C	14	9724	UTP14C	2700066J21Rik KIAA0266 MGC104971 UTP14B	8.79	 SC-CX:0.89 SC-MS:0.07 SC-LC:0.04	32/1688	 MPHOSPH10 CLPX WDR3 DDX52 WBSCR22 FTSJ3 CSTF2 DDX10 DHX15 RRP12 SKIV2L2 NOC2L HMGCS1 IMPDH2 KPNA1 NVL NMD3 ESF1 EXOSC9 SETD4 NSUN2 UCKL1 POLR3B PRMT8 BCCIP DHX37 DUS1L DDX54 DDX18 EIF2B4 EIF4A3 SV2A	 meiosis; multicellular organismal development; spermatogenesis; cell differentiation;	 nucleus;	na
C	15	6880	TAF9	na	8.74	 SC-GT:0.50 HS-LC:0.13 SC-LC:0.11 SC-MS:0.08 HS-GN:0.03 CE-CC:0.03 SC-YH:0.03 CE-CX:0.02 SC-TS:0.02 SC-CC:0.02 DM-PI:0.01 HS-DC:0.01 SC-CX:0.01	72/1688	 ZNF263 ZNF197 ZNF256 MPHOSPH10 ABCC4 MTHFD2 CLPX CHD1 ZNF813 ZNF441 ZNF57 ZNF786 ZNF572 ZNF548 ZNF565 ZNF582 ZNF555 ZNF570 ZNF791 ZNF567 ZNF676 ERCC3 ZNF25 ELP4 ZNF615 GTF2E1 H3F3B HMGCS2 KPNA1 ZNF470 POLR2B NOL8 ZNF334 ZNF415 XPO5 DHX37 ZNF317 ZNF667 TAF1 TAF2 TAF6 ZFP37 ZSCAN20 ZNF35 MZF1 ZNF45 ZNF221 ZNF85 ZNF117 ZNF133 ZNF141 ZNF184 ZNF208 ZNF223 ZNF224 ZNF225 DAP3 ZNF655 MYH14 ZNF613 ZNF556 ZNF606 ZNF436 ZNF514 ZNF382 ZNF587 IKBKAP ZNF551 ZNF502 ZNF300 ZNF432 EIF4A3	 transcription; transcription initiation; regulation of transcription, DNA-dependent; transcription from RNA polymerase II promoter; amino acid biosynthetic process;	 nucleus; transcription factor TFIID complex;	 nucleotide binding; DNA binding; transcription coactivator activity; adenylate kinase activity; shikimate kinase activity; ATP binding; protein C-terminus binding; general RNA polymerase II transcription factor activity; transferase activity; nucleotide kinase activity;
C	16	3021	H3F3B	H3.3B H3F3A	8.73	 SC-MS:0.29 SC-LC:0.26 SC-CX:0.14 SC-CC:0.09 SC-TS:0.08 SC-GT:0.06 HS-LC:0.03 DM-PI:0.03 HS-DC:0.01	27/1688	 CARM1 CHEK1 CSNK2A1 DDX5 CORO1C ELP4 RANBP6 HIST1H2BD NAP1L1 NAP1L2 PDE8A PRKAA1 MAPK11 ACTA2 RBBP7 RFC1 BRDT TAF6 TAF9 ACTG1 HIRA IPO4 HIST1H2AJ IKBKAP HIST1H2AG ACTR8 SV2A	 nucleosome assembly; chromosome organization and biogenesis (sensu Eukaryota);	 nucleosome; Barr body; nucleus; chromosome;	 DNA binding;
C	17	117246	FTSJ3	EPCS3 FLJ20062	8.71	 SC-CX:0.54 SC-MS:0.18 HS-GN:0.16 SC-CC:0.06 SC-GT:0.05 HS-CX:0.01	34/1688	 MPHOSPH10 WDR3 DDX52 KATNA1 DDX10 DHX15 EPRS RRP12 SKIV2L2 NOC2L PABPC1 IMPDH2 KPNA2 NVL NMD3 ESF1 PEX1 NSUN2 POLR3B DNAJC11 PRMT8 BCCIP PSMC2 DHX37 SPAST SPG7 DDX54 FIP1L1 PABPC4 DDX18 EIF2B4 UTP14C EIF4A3 SV2A	 electron transport; rRNA processing; cell division;	 nucleus; integral to membrane;	 cytochrome-c oxidase activity; copper ion binding; methyltransferase activity; transferase activity;
C	18	26986	PABPC1	PAB1 PABP PABP1 PABPC2 PABPL1	8.71	 SC-MS:0.41 CE-CX:0.20 SC-CC:0.11 SC-CX:0.11 SC-LC:0.11 HS-LC:0.03 SC-GT:0.02 SC-TS:0.01	71/1688	 MPHOSPH10 TUBA1B NXF1 CARM1 CCT7 PRPF8 CORO1A CHIT1 FTSJ3 CLPTM1 MSI2 CNN2 CSNK1A1 CSNK2A1 CSTF2 DDX5 DDX10 DHX15 DCP1B EIF4G2 HIPK1 EPRS CASC3 SNW1 RRP12 SKIV2L2 CORO1C NOC2L PDIA3 HIST1H2BD HSPA1L HSPA8 IMPDH2 KIF5A NAP1L1 ATP1A3 ATP2A1 ATP2A2 P4HB NMD3 ESF1 CPSF3 EXOSC9 NSUN2 PPP2R1B IPO9 PRKCH PRKCQ NXF3 BCCIP DHX37 ACTA2 RBBP7 RFC1 STAU1 TAF1 TAF6 TARS ACTG1 U2AF1 XPO1 TUBA1A DDX54 FIP1L1 HIST1H2AJ SYNJ2 DDX18 HIST1H2AG PRPF3 COPB2 GTF3C3	 mRNA polyadenylation; mRNA processing; RNA splicing; mRNA stabilization;	 spliceosome; cytoplasm;	 nucleotide binding; RNA binding; protein binding; poly(A) binding; translation activator activity;
C	19	10885	WDR3	FLJ12796	8.68	 SC-CX:0.65 SC-MS:0.25 HS-PG:0.04 SC-LC:0.04 HS-GN:0.02	29/1688	 MPHOSPH10 DDX52 WBSCR22 FTSJ3 WDR64 DDX5 DDX10 DHX15 EPRS FKBP5 RRP12 SKIV2L2 GEMIN5 NOC2L NVL NMD3 ESF1 NSUN2 WDR41 POLR3B WDR52 RIOK2 PRMT8 BCCIP DHX37 DDX54 DDX18 UTP14C EIF4A3	na	 nucleus;	na
C	20	23223	RRP12	DKFZp762P1116 FLJ20231 KIAA0690	8.67	 SC-CX:0.50 SC-MS:0.47 HS-CX:0.03	33/1688	 MPHOSPH10 DDX17 WDR3 WBSCR22 FTSJ3 DDX5 DDX10 ARHGAP27 TDRD7 SKIV2L2 NOC2L RANBP6 PABPC1 HMGCS1 HRG IMPDH2 NFX1 NVL NMD3 ESF1 UCKL1 POLR3B RIOK2 DHX37 ARHGAP9 HIRA FMNL1 DDX54 PABPC4 DDX18 UTP14C EIF4A3 RNF10	na	 nucleus; membrane; integral to membrane;	na
C	21	11128	POLR3A	RPC1 RPC155 hRPC155	8.61	 SC-MS:0.34 HS-GN:0.27 HS-LC:0.24 SC-CC:0.14 SC-CX:0.02	21/1688	 DDX17 CKMT2 DDX5 BRF1 GTF3C2 SEC61A1 HIST1H2BD HSPA8 NAP1L1 PKP2 POLR2B POU2F1 POLR3B IPO9 EEFSEC IPO4 HIST1H2AJ GFM2 HIST1H2AG GTF3C3 TOMM70A	 transcription, DNA-dependent;	 nucleus; DNA-directed RNA polymerase III complex;	 DNA binding; DNA-directed RNA polymerase activity; zinc ion binding; transferase activity; metal ion binding;
C	22	10376	TUBA1B	na	8.51	 SC-MS:0.46 SC-CC:0.14 CE-CX:0.12 HS-LC:0.10 SC-LC:0.07 SC-GT:0.05 SC-TS:0.02 CE-GT:0.02 CE-CC:0.01 HS-DC:0.01	34/1688	 HDAC6 PRPF8 HSPH1 TUBB EPRS CASC3 FYN PABPC1 HSPA1L HSPA8 TNPO1 MAT2A NFKBIA P4HB POLR2B PSMC2 XPO5 ACTA2 SCNN1D TARS TBCE ACTG1 U2AF1 XPO1 YWHAZ TUBA1A IPO4 TUBB6 ATG4D PABPC4 SMC3 MAGI1 COPB2 SV2A	 microtubule-based movement; protein polymerization;	 microtubule; protein complex;	 nucleotide binding; GTPase activity; structural molecule activity; GTP binding;
C	23	5431	POLR2B	POL2RB RPB2 hRPB140 hsRPB2	8.49	 HS-LC:0.36 SC-MS:0.34 HS-GN:0.16 HS-CX:0.10 SC-LC:0.03 SC-CC:0.02	43/1688	 CDK9 TUBA1B CD2BP2 POLR3A CKMT2 COL1A1 CSTF2 CCDC80 EML1 TUBB EPRS ERCC3 GBP1 GTF2E1 SEC61A1 HSPA8 ITGA5 MAT2A NFX1 CPSF3 POLR3B PSMC2 RARS2 XPO5 ACTA2 EEFSEC TAF1 TAF6 TAF9 C1S U2AF1 VIM XPO1 TUBA1A IPO4 SPARCL1 GFM2 TUBB6 IKBKAP COPB2 DDX23 ITM2B RBM8A	 transcription; transcription from RNA polymerase II promoter;	 nucleus; DNA-directed RNA polymerase II, core complex;	 DNA binding; DNA-directed RNA polymerase activity; zinc ion binding; transferase activity; metal ion binding;
C	24	7514	XPO1	CRM1 DKFZp686B1823	8.38	 SC-MS:0.27 HS-LC:0.23 SC-LC:0.17 HS-CX:0.14 SC-CC:0.10 HS-DC:0.06 DM-PI:0.01 SC-YH:0.01 CE-CX:0.01	62/1688	 TUBA1B NXF1 IPO8 CCT7 MSI2 CSNK2A1 CSTF2 DDX5 DCP1B TUBB EPRS FASN CASC3 SNW1 GGA3 NUP160 SKIV2L2 RANBP6 PABPC1 GDPD1 HSPA1L HSPA8 NUP43 KIF5A KPNA1 KPNA2 TNPO1 MAT2A CIITA MYO5A NUP88 NMD3 MBTPS2 POLR2B PPP1CA IPO9 MYO5C MAPK11 NXF3 PRKRIR PSMC2 XPO5 KIF17 DPF2 SP1 TARS TMF1 YWHAZ ZNF207 TUBA1A IPO4 NUP85 ANP32A FIP1L1 TUBB6 PABPC4 FADD DDX18 SMC3 NEK9 GTF3C3 NUP93	 protein import into nucleus, docking; protein export from nucleus; intracellular protein transport; mRNA transport;	 nucleus; nuclear envelope; nuclear pore; nucleoplasm; cytoplasm;	 RNA binding; protein binding; protein transporter activity;
C	25	51575	ESF1	ABTAP C20orf6 FLJ20368 HDCMC28P bA526K24.1	8.34	 SC-CX:0.59 SC-MS:0.34 SC-LC:0.05 HS-LC:0.02 CE-CX:0.01	29/1688	 MPHOSPH10 IPO8 CLPX WDR3 DDX52 FTSJ3 CSNK2A1 DDX10 DHX15 EPRS RRP12 SKIV2L2 CORO1C MTHFD1L NOC2L PABPC1 NMD3 NSUN2 NOL8 PRMT8 BCCIP DHX37 DDX54 ADAM19 PABPC4 DDX18 EIF2B4 EIF2B5 UTP14C	 transcription; regulation of transcription, DNA-dependent;	 nucleus;	na
C	26	10594	PRPF8	HPRP8 PRP8 PRPC8 RP13	8.30	 SC-MS:0.39 SC-CC:0.24 CE-CX:0.09 SC-GT:0.08 HS-MS:0.08 HS-DC:0.07 SC-LC:0.04	27/1688	 TUBA1B CD2BP2 STAMBP PLK3 CSNK1A1 DHX15 UBR1 SNW1 RAD54L2 PABPC1 GLI1 HSPA8 IMPDH2 MCM7 MYEF2 CPSF3 ACTA2 SRPK2 ACTG1 TUBA1A HIST1H2AJ MPND PABPC4 HIST1H2AG PRPF3 LONP1 DDX23	 nuclear mRNA splicing, via spliceosome; visual perception; RNA splicing; response to stimulus;	 nucleus; spliceosome; snRNP U5;	 protein binding; RNA splicing factor activity, transesterification mechanism;
C	27	23517	SKIV2L2	Dob1 KIAA0052 MGC142069 Mtr4	8.24	 SC-CX:0.64 HS-CX:0.13 SC-MS:0.10 HS-LC:0.07 SC-LC:0.03 CE-CX:0.03	47/1688	 MPHOSPH10 WDR3 DDX52 FTSJ3 CSNK2A1 DDB1 DDX5 DDX10 DHX15 TUBB EPRS SNW1 RRP12 NOC2L RANBP6 PABPC1 HMGCS1 IMPDH2 MLH1 NVL PBX2 PCDHGC3 NMD3 ESF1 EXOSC9 NSUN2 PPM1G PPP1CA PPP2R5D POLR3B RIOK2 PRMT8 BCCIP ATP13A1 DHX37 DPF2 SP1 XPO1 TUBA1A DDX54 RAD54L PABPC4 DDX18 EIF2B5 IPO13 UTP14C EIF4A3	 mRNA processing; RNA splicing;	 nucleus; spliceosome;	 nucleotide binding; nucleic acid binding; protein binding; ATP binding; ATP-dependent helicase activity; hydrolase activity;
C	28	4931	NVL	na	8.23	 SC-CX:0.65 SC-MS:0.21 SC-TS:0.10 HS-GN:0.04	24/1688	 MPHOSPH10 WDR3 FTSJ3 DDX5 DDX10 TUBB RRP12 SKIV2L2 NOC2L NFX1 NMD3 PEX1 UCKL1 POLR3B RIOK2 PRMT8 PSMC2 DHX37 DUS1L DDX54 DDX18 LONP1 UTP14C EIF4A3	na	 nucleus;	 nucleotide binding; ATP binding; nucleoside-triphosphatase activity;
C	29	4673	NAP1L1	FLJ16112 MGC23410 MGC8688 NAP1 NAP1L NRP	8.23	 SC-MS:0.49 HS-CX:0.14 SC-LC:0.12 SC-GT:0.08 SC-YH:0.06 CE-LC:0.05 CE-CX:0.05 DM-PI:0.01	33/1688	 CDK3 CCT7 KHDRBS1 HSPH1 POLR3A CORO1A CLPTM1 CSNK2A1 TUBB CYFIP1 CORO1C ELP4 RANBP6 PABPC1 HIST1H2BD H3F3B IMPDH2 LSG1 POLR3B IPO9 MAP2K2 PRMT8 RFC1 SEMG2 WDR76 ACOX2 HIST1H2AJ IKBKAP PABPC4 HIST1H2AG MAGI1 N4BP1 CDC5L	 DNA replication; nucleosome assembly; positive regulation of cell proliferation;	 nucleus; chromatin assembly complex;	 protein binding;
C	30	5595	MAPK3	ERK1 HS44KDAP HUMKER1A MGC20180 P44ERK1 P44MAPK PRKM3	8.18	 HS-LC:0.24 HS-GN:0.14 SC-CC:0.11 SC-TS:0.09 CE-LC:0.08 HS-CC:0.07 CE-CC:0.07 CE-YH:0.06 CE-GT:0.06 SC-LC:0.05 SC-GT:0.02 HS-CX:0.01	49/1688	 CDK3 CHEK1 MPP7 CSNK1A1 DUSP6 DYRK1A ELK4 MAPK15 FGFR2 RASA3 SNW1 SLC4A1AP FLT4 GAB1 SIPA1L1 GNAI3 GIT1 CD209 NEK5 NUP43 JAK2 TNPO1 PPP1R12B ATP2B2 ABCB4 SSH1 SNRK NSUN2 PPM1B PPM1G PPP1CA PRKAA1 PRKCH MAPK11 MAPK10 MAP2K2 PTPRE PTPRR RALGDS RET RPS6KA3 SP1 SREBF2 UBTF LMNB2 MKNK1 CASK ARHGAP12 EIF2AK3	 regulation of progression through cell cycle; protein amino acid phosphorylation; response to DNA damage stimulus; cell cycle; organ morphogenesis; sensory perception of pain;	 nucleus; cytoplasm;	 nucleotide binding; phosphotyrosine binding; protein kinase activity; protein serine/threonine kinase activity; MAP kinase activity; protein binding; ATP binding; transferase activity;
C	31	4292	MLH1	COCA2 FCC2 HNPCC HNPCC2 MGC5172 hMLH1	8.17	 DM-PI:0.29 HS-LC:0.11 SC-CC:0.10 SC-LC:0.09 SC-GT:0.09 HS-CC:0.07 HS-GN:0.06 HS-CX:0.06 SC-MS:0.04 CE-YH:0.03 CE-LC:0.02 HS-YH:0.02 CE-CX:0.02 HS-DC:0.01	40/1688	 ZNF197 ZNF256 ADSSL1 FRMD6 ZNF567 DDB1 TUBB ERCC3 SKIV2L2 SPO11 HSPA1L HSPA8 ZNF470 MCM7 MYO5A PCDHGC3 PMS1 PMS2 POLD1 TRIT1 PPM1G PPP1CA WDR70 ZNF334 MYO5C ZFP37 ZNF45 ZNF85 ZNF133 ZNF184 ZNF208 ZNF224 ZNF225 TUBA1A MORC4 ZNF551 EXO1 ZNF300 ZNF432 DCLRE1A	 mismatch repair; cell cycle; male meiosis chromosome segregation; meiotic recombination; DNA damage response, signal transduction resulting in induction of apoptosis; negative regulation of progression through cell cycle; negative regulation of mitotic recombination;	 condensed chromosome; synaptonemal complex; nucleus;	 single-stranded DNA binding; protein binding; ATP binding; guanine/thymine mispair binding; MutSalpha complex binding;
